sub,File.name,condition,time,Mean.Pitch
16,P016_stranger_Talk_match_Post_Trial_4_2023-05-30,match,post,120.5718163
16,P016_stranger_Talk_match_Post_Trial_5_2023-05-30,match,post,121.5691306
16,P016_stranger_Talk_match_Post_Trial_6_2023-05-30,match,post,119.370437
16,P016_stranger_Talk_match_Post_Trial_7_2023-05-30,match,post,119.4307906
16,P016_stranger_Talk_match_Post_Trial_8_2023-05-30,match,post,124.7157809
16,P016_stranger_Talk_match_Post_Trial_9_2023-05-30,match,post,119.5909997
16,P016_stranger_Talk_match_Post_Trial_10_2023-05-30,match,post,119.2926292
16,P016_stranger_Talk_match_Pre_Trial_1_2023-05-30,match,pre,109.7253148
16,P016_stranger_Talk_match_Pre_Trial_2_2023-05-30,match,pre,113.46047
16,P016_stranger_Talk_match_Pre_Trial_3_2023-05-30,match,pre,110.6568925
16,P016_stranger_Talk_match_Pre_Trial_4_2023-05-30,match,pre,111.7146599
16,P016_stranger_Talk_match_Pre_Trial_5_2023-05-30,match,pre,111.9673412
16,P016_stranger_Talk_match_Pre_Trial_6_2023-05-30,match,pre,114.4742064
16,P016_stranger_Talk_match_Pre_Trial_7_2023-05-30,match,pre,110.5265268
16,P016_stranger_Talk_match_Pre_Trial_8_2023-05-30,match,pre,108.4685073
16,P016_stranger_Talk_match_Pre_Trial_9_2023-05-30,match,pre,111.6262474
16,P016_stranger_Talk_match_Pre_Trial_10_2023-05-30,match,pre,112.2193516
16,P016_stranger_Talk_mis_Post_Trial_1_2023-05-30,mismatch,post,131.8438148
16,P016_stranger_Talk_mis_Post_Trial_2_2023-05-30,mismatch,post,125.4908159
16,P016_stranger_Talk_mis_Post_Trial_3_2023-05-30,mismatch,post,124.9134206
16,P016_stranger_Talk_mis_Post_Trial_4_2023-05-30,mismatch,post,126.7223658
16,P016_stranger_Talk_mis_Post_Trial_5_2023-05-30,mismatch,post,125.8899914
16,P016_stranger_Talk_mis_Post_Trial_6_2023-05-30,mismatch,post,125.0026186
16,P016_stranger_Talk_mis_Post_Trial_7_2023-05-30,mismatch,post,123.1951794
16,P016_stranger_Talk_mis_Post_Trial_8_2023-05-30,mismatch,post,126.0701681
16,P016_stranger_Talk_mis_Post_Trial_9_2023-05-30,mismatch,post,126.6539427
16,P016_stranger_Talk_mis_Post_Trial_10_2023-05-30,mismatch,post,124.0925898
16,P016_stranger_Talk_mis_Pre_Trial_1_2023-05-30,mismatch,pre,128.883554
16,P016_stranger_Talk_mis_Pre_Trial_2_2023-05-30,mismatch,pre,150.9134977
16,P016_stranger_Talk_mis_Pre_Trial_3_2023-05-30,mismatch,pre,122.0817356
16,P016_stranger_Talk_mis_Pre_Trial_4_2023-05-30,mismatch,pre,131.0231182
16,P016_stranger_Talk_mis_Pre_Trial_5_2023-05-30,mismatch,pre,128.2210913
16,P016_stranger_Talk_mis_Pre_Trial_6_2023-05-30,mismatch,pre,130.126205
16,P016_stranger_Talk_mis_Pre_Trial_7_2023-05-30,mismatch,pre,133.587781
16,P016_stranger_Talk_mis_Pre_Trial_8_2023-05-30,mismatch,pre,131.4497091
16,P016_stranger_Talk_mis_Pre_Trial_9_2023-05-30,mismatch,pre,133.6155621
16,P016_stranger_Talk_mis_Pre_Trial_10_2023-05-30,mismatch,pre,129.7312056
17,P017_stranger_Talk_match_Post_Trial_1_2023-05-31,match,post,221.1264462
17,P017_stranger_Talk_match_Post_Trial_2_2023-05-31,match,post,219.77163
17,P017_stranger_Talk_match_Post_Trial_3_2023-05-31,match,post,218.9583954
17,P017_stranger_Talk_match_Post_Trial_4_2023-05-31,match,post,218.5906537
17,P017_stranger_Talk_match_Post_Trial_5_2023-05-31,match,post,216.7802707
17,P017_stranger_Talk_match_Post_Trial_6_2023-05-31,match,post,109.9077657
17,P017_stranger_Talk_match_Post_Trial_7_2023-05-31,match,post,204.2700865
17,P017_stranger_Talk_match_Post_Trial_8_2023-05-31,match,post,108.9024231
17,P017_stranger_Talk_match_Post_Trial_9_2023-05-31,match,post,217.9292727
17,P017_stranger_Talk_match_Post_Trial_10_2023-05-31,match,post,213.3816139
17,P017_stranger_Talk_match_Pre_Trial_1_2023-05-31,match,pre,213.9214788
17,P017_stranger_Talk_match_Pre_Trial_2_2023-05-31,match,pre,219.3810651
17,P017_stranger_Talk_match_Pre_Trial_3_2023-05-31,match,pre,110.4398123
17,P017_stranger_Talk_match_Pre_Trial_4_2023-05-31,match,pre,105.8155306
17,P017_stranger_Talk_match_Pre_Trial_5_2023-05-31,match,pre,226.439609
17,P017_stranger_Talk_match_Pre_Trial_6_2023-05-31,match,pre,209.9242457
17,P017_stranger_Talk_match_Pre_Trial_7_2023-05-31,match,pre,191.9791788
17,P017_stranger_Talk_match_Pre_Trial_8_2023-05-31,match,pre,214.5967936
17,P017_stranger_Talk_match_Pre_Trial_9_2023-05-31,match,pre,213.3816139
17,P017_stranger_Talk_match_Pre_Trial_10_2023-05-31,match,pre,216.0880138
17,P017_stranger_Talk_mis_Post_Trial_1_2023-05-31,mismatch,post,231.3334262
17,P017_stranger_Talk_mis_Post_Trial_2_2023-05-31,mismatch,post,229.5123482
17,P017_stranger_Talk_mis_Post_Trial_3_2023-05-31,mismatch,post,227.5119503
17,P017_stranger_Talk_mis_Post_Trial_4_2023-05-31,mismatch,post,232.4144121
17,P017_stranger_Talk_mis_Post_Trial_5_2023-05-31,mismatch,post,227.1924765
17,P017_stranger_Talk_mis_Post_Trial_6_2023-05-31,mismatch,post,219.8349743
17,P017_stranger_Talk_mis_Post_Trial_7_2023-05-31,mismatch,post,221.8746969
17,P017_stranger_Talk_mis_Post_Trial_8_2023-05-31,mismatch,post,222.9740252
17,P017_stranger_Talk_mis_Post_Trial_9_2023-05-31,mismatch,post,219.9494428
17,P017_stranger_Talk_mis_Post_Trial_10_2023-05-31,mismatch,post,225.9027502
17,P017_stranger_Talk_mis_Pre_Trial_1_2023-05-31,mismatch,pre,219.8132388
17,P017_stranger_Talk_mis_Pre_Trial_2_2023-05-31,mismatch,pre,222.0731741
17,P017_stranger_Talk_mis_Pre_Trial_3_2023-05-31,mismatch,pre,214.1069767
17,P017_stranger_Talk_mis_Pre_Trial_4_2023-05-31,mismatch,pre,223.5922255
17,P017_stranger_Talk_mis_Pre_Trial_5_2023-05-31,mismatch,pre,225.2321962
17,P017_stranger_Talk_mis_Pre_Trial_6_2023-05-31,mismatch,pre,225.6190188
17,P017_stranger_Talk_mis_Pre_Trial_7_2023-05-31,mismatch,pre,215.6254604
17,P017_stranger_Talk_mis_Pre_Trial_8_2023-05-31,mismatch,pre,219.248024
17,P017_stranger_Talk_mis_Pre_Trial_9_2023-05-31,mismatch,pre,215.4809993
17,P017_stranger_Talk_mis_Pre_Trial_10_2023-05-31,mismatch,pre,223.0556957
18,P018_stranger_Talk_match_Post_Trial_1_2023-06-01,match,post,247.8568164
18,P018_stranger_Talk_match_Post_Trial_2_2023-06-01,match,post,243.6380455
18,P018_stranger_Talk_match_Post_Trial_3_2023-06-01,match,post,246.0930437
18,P018_stranger_Talk_match_Post_Trial_4_2023-06-01,match,post,255.0291254
18,P018_stranger_Talk_match_Post_Trial_5_2023-06-01,match,post,251.8638391
18,P018_stranger_Talk_match_Post_Trial_6_2023-06-01,match,post,248.2330562
18,P018_stranger_Talk_match_Post_Trial_7_2023-06-01,match,post,246.4313519
18,P018_stranger_Talk_match_Post_Trial_8_2023-06-01,match,post,248.0825144
18,P018_stranger_Talk_match_Post_Trial_9_2023-06-01,match,post,250.0546125
18,P018_stranger_Talk_match_Post_Trial_10_2023-06-01,match,post,251.2251945
18,P018_stranger_Talk_match_Pre_Trial_1_2023-06-01,match,pre,214.9393182
18,P018_stranger_Talk_match_Pre_Trial_2_2023-06-01,match,pre,209.4972168
18,P018_stranger_Talk_match_Pre_Trial_3_2023-06-01,match,pre,207.8289314
18,P018_stranger_Talk_match_Pre_Trial_4_2023-06-01,match,pre,218.5412792
18,P018_stranger_Talk_match_Pre_Trial_5_2023-06-01,match,pre,218.3043809
18,P018_stranger_Talk_match_Pre_Trial_6_2023-06-01,match,pre,216.1247122
18,P018_stranger_Talk_match_Pre_Trial_7_2023-06-01,match,pre,212.6167365
18,P018_stranger_Talk_match_Pre_Trial_8_2023-06-01,match,pre,218.1209786
18,P018_stranger_Talk_match_Pre_Trial_9_2023-06-01,match,pre,217.0771706
18,P018_stranger_Talk_match_Pre_Trial_10_2023-06-01,match,pre,217.9697436
18,P018_stranger_Talk_mis_Post_Trial_1_2023-06-01,mismatch,post,235.8871008
18,P018_stranger_Talk_mis_Post_Trial_2_2023-06-01,mismatch,post,233.6433367
18,P018_stranger_Talk_mis_Post_Trial_3_2023-06-01,mismatch,post,235.9297445
18,P018_stranger_Talk_mis_Post_Trial_4_2023-06-01,mismatch,post,244.3213185
18,P018_stranger_Talk_mis_Post_Trial_5_2023-06-01,mismatch,post,241.2675325
18,P018_stranger_Talk_mis_Post_Trial_6_2023-06-01,mismatch,post,236.2085324
18,P018_stranger_Talk_mis_Post_Trial_7_2023-06-01,mismatch,post,238.9297138
18,P018_stranger_Talk_mis_Post_Trial_8_2023-06-01,mismatch,post,233.2273523
18,P018_stranger_Talk_mis_Post_Trial_9_2023-06-01,mismatch,post,235.7351954
18,P018_stranger_Talk_mis_Post_Trial_10_2023-06-01,mismatch,post,239.1277651
18,P018_stranger_Talk_mis_Pre_Trial_1_2023-06-01,mismatch,pre,231.1915459
18,P018_stranger_Talk_mis_Pre_Trial_2_2023-06-01,mismatch,pre,230.5592323
18,P018_stranger_Talk_mis_Pre_Trial_3_2023-06-01,mismatch,pre,230.7379334
18,P018_stranger_Talk_mis_Pre_Trial_4_2023-06-01,mismatch,pre,238.7098772
18,P018_stranger_Talk_mis_Pre_Trial_5_2023-06-01,mismatch,pre,232.775603
18,P018_stranger_Talk_mis_Pre_Trial_6_2023-06-01,mismatch,pre,217.6882372
18,P018_stranger_Talk_mis_Pre_Trial_7_2023-06-01,mismatch,pre,232.648963
18,P018_stranger_Talk_mis_Pre_Trial_8_2023-06-01,mismatch,pre,229.8181622
18,P018_stranger_Talk_mis_Pre_Trial_9_2023-06-01,mismatch,pre,233.0480249
18,P018_stranger_Talk_mis_Pre_Trial_10_2023-06-01,mismatch,pre,221.3729735
19,P019_stranger_Talk_match_Post_Trial_1_2023-06-01,match,post,128.7850855
19,P019_stranger_Talk_match_Post_Trial_2_2023-06-01,match,post,125.6201264
19,P019_stranger_Talk_match_Post_Trial_3_2023-06-01,match,post,126.295194
19,P019_stranger_Talk_match_Post_Trial_4_2023-06-01,match,post,124.4343742
19,P019_stranger_Talk_match_Post_Trial_5_2023-06-01,match,post,129.1625317
19,P019_stranger_Talk_match_Post_Trial_6_2023-06-01,match,post,131.9992311
19,P019_stranger_Talk_match_Post_Trial_7_2023-06-01,match,post,125.2113605
19,P019_stranger_Talk_match_Post_Trial_8_2023-06-01,match,post,126.4272849
19,P019_stranger_Talk_match_Post_Trial_9_2023-06-01,match,post,137.7977789
19,P019_stranger_Talk_match_Post_Trial_10_2023-06-01,match,post,127.5316881
19,P019_stranger_Talk_match_Pre_Trial_1_2023-06-01,match,pre,111.8211722
19,P019_stranger_Talk_match_Pre_Trial_2_2023-06-01,match,pre,110.5634091
19,P019_stranger_Talk_match_Pre_Trial_3_2023-06-01,match,pre,109.5495474
19,P019_stranger_Talk_match_Pre_Trial_4_2023-06-01,match,pre,111.7871989
19,P019_stranger_Talk_match_Pre_Trial_5_2023-06-01,match,pre,112.7126677
19,P019_stranger_Talk_match_Pre_Trial_6_2023-06-01,match,pre,112.6102533
19,P019_stranger_Talk_match_Pre_Trial_7_2023-06-01,match,pre,112.4140501
19,P019_stranger_Talk_match_Pre_Trial_8_2023-06-01,match,pre,112.5946386
19,P019_stranger_Talk_match_Pre_Trial_9_2023-06-01,match,pre,111.1867891
19,P019_stranger_Talk_match_Pre_Trial_10_2023-06-01,match,pre,111.1133564
19,P019_stranger_Talk_mis_Post_Trial_1_2023-06-01,mismatch,post,118.8877281
19,P019_stranger_Talk_mis_Post_Trial_2_2023-06-01,mismatch,post,115.0335642
19,P019_stranger_Talk_mis_Post_Trial_3_2023-06-01,mismatch,post,119.1748861
19,P019_stranger_Talk_mis_Post_Trial_4_2023-06-01,mismatch,post,117.688461
19,P019_stranger_Talk_mis_Post_Trial_5_2023-06-01,mismatch,post,121.6868493
19,P019_stranger_Talk_mis_Post_Trial_6_2023-06-01,mismatch,post,113.8463225
19,P019_stranger_Talk_mis_Post_Trial_7_2023-06-01,mismatch,post,123.9048829
19,P019_stranger_Talk_mis_Post_Trial_8_2023-06-01,mismatch,post,117.9344184
19,P019_stranger_Talk_mis_Post_Trial_9_2023-06-01,mismatch,post,119.2862872
19,P019_stranger_Talk_mis_Post_Trial_10_2023-06-01,mismatch,post,117.1464207
19,P019_stranger_Talk_mis_Pre_Trial_1_2023-06-01,mismatch,pre,115.3262871
19,P019_stranger_Talk_mis_Pre_Trial_2_2023-06-01,mismatch,pre,129.6629661
19,P019_stranger_Talk_mis_Pre_Trial_3_2023-06-01,mismatch,pre,125.2280861
19,P019_stranger_Talk_mis_Pre_Trial_4_2023-06-01,mismatch,pre,120.9732177
19,P019_stranger_Talk_mis_Pre_Trial_5_2023-06-01,mismatch,pre,118.6033646
19,P019_stranger_Talk_mis_Pre_Trial_6_2023-06-01,mismatch,pre,117.312321
19,P019_stranger_Talk_mis_Pre_Trial_7_2023-06-01,mismatch,pre,112.4835092
19,P019_stranger_Talk_mis_Pre_Trial_8_2023-06-01,mismatch,pre,112.301877
19,P019_stranger_Talk_mis_Pre_Trial_9_2023-06-01,mismatch,pre,114.6569514
19,P019_stranger_Talk_mis_Pre_Trial_10_2023-06-01,mismatch,pre,113.6920121
20,P020_stranger_Talk_match_Post_Trial_1_2023-06-02,match,post,262.362582
20,P020_stranger_Talk_match_Post_Trial_2_2023-06-02,match,post,262.3616444
20,P020_stranger_Talk_match_Post_Trial_3_2023-06-02,match,post,260.2797565
20,P020_stranger_Talk_match_Post_Trial_4_2023-06-02,match,post,270.8191227
20,P020_stranger_Talk_match_Post_Trial_5_2023-06-02,match,post,262.3003707
20,P020_stranger_Talk_match_Post_Trial_6_2023-06-02,match,post,265.6657287
20,P020_stranger_Talk_match_Post_Trial_7_2023-06-02,match,post,261.4933006
20,P020_stranger_Talk_match_Post_Trial_8_2023-06-02,match,post,273.4199393
20,P020_stranger_Talk_match_Post_Trial_9_2023-06-02,match,post,266.2394046
20,P020_stranger_Talk_match_Post_Trial_10_2023-06-02,match,post,291.0044013
20,P020_stranger_Talk_match_Pre_Trial_1_2023-06-02,match,pre,259.7974689
20,P020_stranger_Talk_match_Pre_Trial_2_2023-06-02,match,pre,258.6424578
20,P020_stranger_Talk_match_Pre_Trial_3_2023-06-02,match,pre,258.3729155
20,P020_stranger_Talk_match_Pre_Trial_4_2023-06-02,match,pre,259.3891749
20,P020_stranger_Talk_match_Pre_Trial_5_2023-06-02,match,pre,258.9551327
20,P020_stranger_Talk_match_Pre_Trial_6_2023-06-02,match,pre,258.7084939
20,P020_stranger_Talk_match_Pre_Trial_7_2023-06-02,match,pre,258.7318617
20,P020_stranger_Talk_match_Pre_Trial_8_2023-06-02,match,pre,259.2396166
20,P020_stranger_Talk_match_Pre_Trial_9_2023-06-02,match,pre,259.430511
20,P020_stranger_Talk_match_Pre_Trial_10_2023-06-02,match,pre,258.6871792
20,P020_stranger_Talk_mis_Post_Trial_1_2023-06-02,mismatch,post,246.6320573
20,P020_stranger_Talk_mis_Post_Trial_2_2023-06-02,mismatch,post,242.167569
20,P020_stranger_Talk_mis_Post_Trial_3_2023-06-02,mismatch,post,237.425522
20,P020_stranger_Talk_mis_Post_Trial_4_2023-06-02,mismatch,post,239.9362881
20,P020_stranger_Talk_mis_Post_Trial_5_2023-06-02,mismatch,post,237.1765642
20,P020_stranger_Talk_mis_Post_Trial_6_2023-06-02,mismatch,post,233.7687584
20,P020_stranger_Talk_mis_Post_Trial_7_2023-06-02,mismatch,post,237.9914146
20,P020_stranger_Talk_mis_Post_Trial_8_2023-06-02,mismatch,post,243.4696932
20,P020_stranger_Talk_mis_Post_Trial_9_2023-06-02,mismatch,post,241.2133238
20,P020_stranger_Talk_mis_Post_Trial_10_2023-06-02,mismatch,post,241.5396304
20,P020_stranger_Talk_mis_Pre_Trial_1_2023-06-02,mismatch,pre,240.9254086
20,P020_stranger_Talk_mis_Pre_Trial_2_2023-06-02,mismatch,pre,258.8817416
20,P020_stranger_Talk_mis_Pre_Trial_3_2023-06-02,mismatch,pre,236.5748826
20,P020_stranger_Talk_mis_Pre_Trial_4_2023-06-02,mismatch,pre,238.7714436
20,P020_stranger_Talk_mis_Pre_Trial_5_2023-06-02,mismatch,pre,243.2361281
20,P020_stranger_Talk_mis_Pre_Trial_6_2023-06-02,mismatch,pre,245.3694261
20,P020_stranger_Talk_mis_Pre_Trial_7_2023-06-02,mismatch,pre,244.4332974
20,P020_stranger_Talk_mis_Pre_Trial_8_2023-06-02,mismatch,pre,241.594195
20,P020_stranger_Talk_mis_Pre_Trial_9_2023-06-02,mismatch,pre,240.1029137
20,P020_stranger_Talk_mis_Pre_Trial_10_2023-06-02,mismatch,pre,238.7632858
21,P021_stranger_Talk_match_Post_Trial_1_2023-06-20,match,post,217.8478171
21,P021_stranger_Talk_match_Post_Trial_2_2023-06-20,match,post,219.3618773
21,P021_stranger_Talk_match_Post_Trial_3_2023-06-20,match,post,218.4743811
21,P021_stranger_Talk_match_Post_Trial_4_2023-06-20,match,post,219.053926
21,P021_stranger_Talk_match_Post_Trial_5_2023-06-20,match,post,218.8146723
21,P021_stranger_Talk_match_Post_Trial_6_2023-06-20,match,post,217.5233157
21,P021_stranger_Talk_match_Post_Trial_7_2023-06-20,match,post,218.9151534
21,P021_stranger_Talk_match_Post_Trial_8_2023-06-20,match,post,218.9369834
21,P021_stranger_Talk_match_Post_Trial_9_2023-06-20,match,post,220.4536739
21,P021_stranger_Talk_match_Post_Trial_10_2023-06-20,match,post,218.3352379
21,P021_stranger_Talk_match_Pre_Trial_1_2023-06-20,match,pre,201.4571828
21,P021_stranger_Talk_match_Pre_Trial_2_2023-06-20,match,pre,194.6804993
21,P021_stranger_Talk_match_Pre_Trial_3_2023-06-20,match,pre,197.860183
21,P021_stranger_Talk_match_Pre_Trial_4_2023-06-20,match,pre,198.8842348
21,P021_stranger_Talk_match_Pre_Trial_5_2023-06-20,match,pre,201.7412585
21,P021_stranger_Talk_match_Pre_Trial_6_2023-06-20,match,pre,201.6241376
21,P021_stranger_Talk_match_Pre_Trial_7_2023-06-20,match,pre,196.2218606
21,P021_stranger_Talk_match_Pre_Trial_8_2023-06-20,match,pre,200.3602488
21,P021_stranger_Talk_match_Pre_Trial_9_2023-06-20,match,pre,202.4536573
21,P021_stranger_Talk_match_Pre_Trial_10_2023-06-20,match,pre,198.8397795
21,P021_stranger_Talk_mis_Post_Trial_1_2023-06-20,mismatch,post,227.9291003
21,P021_stranger_Talk_mis_Post_Trial_2_2023-06-20,mismatch,post,229.8646127
21,P021_stranger_Talk_mis_Post_Trial_3_2023-06-20,mismatch,post,231.0286728
21,P021_stranger_Talk_mis_Post_Trial_4_2023-06-20,mismatch,post,225.4072548
21,P021_stranger_Talk_mis_Post_Trial_5_2023-06-20,mismatch,post,227.0026917
21,P021_stranger_Talk_mis_Post_Trial_6_2023-06-20,mismatch,post,228.1647519
21,P021_stranger_Talk_mis_Post_Trial_7_2023-06-20,mismatch,post,226.804726
21,P021_stranger_Talk_mis_Post_Trial_8_2023-06-20,mismatch,post,225.7157177
21,P021_stranger_Talk_mis_Post_Trial_9_2023-06-20,mismatch,post,222.7745438
21,P021_stranger_Talk_mis_Post_Trial_10_2023-06-20,mismatch,post,218.5094349
21,P021_stranger_Talk_mis_Pre_Trial_1_2023-06-20,mismatch,pre,232.0663905
21,P021_stranger_Talk_mis_Pre_Trial_2_2023-06-20,mismatch,pre,235.4569129
21,P021_stranger_Talk_mis_Pre_Trial_3_2023-06-20,mismatch,pre,235.9520846
21,P021_stranger_Talk_mis_Pre_Trial_4_2023-06-20,mismatch,pre,230.8731482
21,P021_stranger_Talk_mis_Pre_Trial_5_2023-06-20,mismatch,pre,218.4038215
21,P021_stranger_Talk_mis_Pre_Trial_6_2023-06-20,mismatch,pre,230.794881
21,P021_stranger_Talk_mis_Pre_Trial_7_2023-06-20,mismatch,pre,217.3704202
21,P021_stranger_Talk_mis_Pre_Trial_8_2023-06-20,mismatch,pre,226.9451433
21,P021_stranger_Talk_mis_Pre_Trial_9_2023-06-20,mismatch,pre,216.2157483
21,P021_stranger_Talk_mis_Pre_Trial_10_2023-06-20,mismatch,pre,234.2969125
22,P022_stranger_Talk_match_Post_Trial_1_2023-06-03,match,post,100.7159197
22,P022_stranger_Talk_match_Post_Trial_2_2023-06-03,match,post,98.40043303
22,P022_stranger_Talk_match_Post_Trial_3_2023-06-03,match,post,98.64951923
22,P022_stranger_Talk_match_Post_Trial_4_2023-06-03,match,post,99.25255322
22,P022_stranger_Talk_match_Post_Trial_5_2023-06-03,match,post,102.9571173
22,P022_stranger_Talk_match_Post_Trial_6_2023-06-03,match,post,100.0444821
22,P022_stranger_Talk_match_Post_Trial_7_2023-06-03,match,post,99.43399887
22,P022_stranger_Talk_match_Post_Trial_8_2023-06-03,match,post,97.98624471
22,P022_stranger_Talk_match_Post_Trial_9_2023-06-03,match,post,110.5605071
22,P022_stranger_Talk_match_Post_Trial_10_2023-06-03,match,post,98.69525803
22,P022_stranger_Talk_match_Pre_Trial_1_2023-06-03,match,pre,98.91603375
22,P022_stranger_Talk_match_Pre_Trial_2_2023-06-03,match,pre,99.23204507
22,P022_stranger_Talk_match_Pre_Trial_3_2023-06-03,match,pre,97.43566457
22,P022_stranger_Talk_match_Pre_Trial_4_2023-06-03,match,pre,103.6481379
22,P022_stranger_Talk_match_Pre_Trial_5_2023-06-03,match,pre,100.2219686
22,P022_stranger_Talk_match_Pre_Trial_6_2023-06-03,match,pre,100.6705505
22,P022_stranger_Talk_match_Pre_Trial_7_2023-06-03,match,pre,100.5572432
22,P022_stranger_Talk_match_Pre_Trial_8_2023-06-03,match,pre,98.59362183
22,P022_stranger_Talk_match_Pre_Trial_9_2023-06-03,match,pre,102.8793599
22,P022_stranger_Talk_match_Pre_Trial_10_2023-06-03,match,pre,99.65491348
22,P022_stranger_Talk_mis_Post_Trial_1_2023-06-03,mismatch,post,96.6026583
22,P022_stranger_Talk_mis_Post_Trial_2_2023-06-03,mismatch,post,97.8067369
22,P022_stranger_Talk_mis_Post_Trial_3_2023-06-03,mismatch,post,96.20611038
22,P022_stranger_Talk_mis_Post_Trial_4_2023-06-03,mismatch,post,96.5146772
22,P022_stranger_Talk_mis_Post_Trial_5_2023-06-03,mismatch,post,98.66190298
22,P022_stranger_Talk_mis_Post_Trial_6_2023-06-03,mismatch,post,96.98275125
22,P022_stranger_Talk_mis_Post_Trial_7_2023-06-03,mismatch,post,95.34465317
22,P022_stranger_Talk_mis_Post_Trial_8_2023-06-03,mismatch,post,97.41962172
22,P022_stranger_Talk_mis_Post_Trial_9_2023-06-03,mismatch,post,97.39782066
22,P022_stranger_Talk_mis_Post_Trial_10_2023-06-03,mismatch,post,95.85187695
22,P022_stranger_Talk_mis_Pre_Trial_1_2023-06-03,mismatch,pre,95.38830398
22,P022_stranger_Talk_mis_Pre_Trial_2_2023-06-03,mismatch,pre,98.92704909
22,P022_stranger_Talk_mis_Pre_Trial_3_2023-06-03,mismatch,pre,96.17561538
22,P022_stranger_Talk_mis_Pre_Trial_4_2023-06-03,mismatch,pre,96.78051658
22,P022_stranger_Talk_mis_Pre_Trial_5_2023-06-03,mismatch,pre,98.13703791
22,P022_stranger_Talk_mis_Pre_Trial_6_2023-06-03,mismatch,pre,96.12645026
22,P022_stranger_Talk_mis_Pre_Trial_7_2023-06-03,mismatch,pre,96.19089113
22,P022_stranger_Talk_mis_Pre_Trial_8_2023-06-03,mismatch,pre,93.92708014
22,P022_stranger_Talk_mis_Pre_Trial_9_2023-06-03,mismatch,pre,94.92241887
22,P022_stranger_Talk_mis_Pre_Trial_10_2023-06-03,mismatch,pre,95.78221625
23,P023_stranger_Talk_match_Post_Trial_1_2023-06-05,match,post,202.4688242
23,P023_stranger_Talk_match_Post_Trial_2_2023-06-05,match,post,204.7501417
23,P023_stranger_Talk_match_Post_Trial_3_2023-06-05,match,post,203.7567708
23,P023_stranger_Talk_match_Post_Trial_4_2023-06-05,match,post,209.2726905
23,P023_stranger_Talk_match_Post_Trial_5_2023-06-05,match,post,209.5278423
23,P023_stranger_Talk_match_Post_Trial_6_2023-06-05,match,post,206.1655137
23,P023_stranger_Talk_match_Post_Trial_7_2023-06-05,match,post,209.2342295
23,P023_stranger_Talk_match_Post_Trial_8_2023-06-05,match,post,205.5540681
23,P023_stranger_Talk_match_Post_Trial_9_2023-06-05,match,post,202.67797
23,P023_stranger_Talk_match_Post_Trial_10_2023-06-05,match,post,204.6991609
23,P023_stranger_Talk_match_Pre_Trial_1_2023-06-05,match,pre,201.5988821
23,P023_stranger_Talk_match_Pre_Trial_2_2023-06-05,match,pre,203.5575355
23,P023_stranger_Talk_match_Pre_Trial_3_2023-06-05,match,pre,201.3167254
23,P023_stranger_Talk_match_Pre_Trial_4_2023-06-05,match,pre,202.4993886
23,P023_stranger_Talk_match_Pre_Trial_5_2023-06-05,match,pre,203.1903658
23,P023_stranger_Talk_match_Pre_Trial_6_2023-06-05,match,pre,202.2534854
23,P023_stranger_Talk_match_Pre_Trial_7_2023-06-05,match,pre,204.3537629
23,P023_stranger_Talk_match_Pre_Trial_8_2023-06-05,match,pre,204.6010743
23,P023_stranger_Talk_match_Pre_Trial_9_2023-06-05,match,pre,206.4201735
23,P023_stranger_Talk_match_Pre_Trial_10_2023-06-05,match,pre,202.3728081
23,P023_stranger_Talk_mis_Post_Trial_1_2023-06-05,mismatch,post,205.7068111
23,P023_stranger_Talk_mis_Post_Trial_2_2023-06-05,mismatch,post,151.8688366
23,P023_stranger_Talk_mis_Post_Trial_3_2023-06-05,mismatch,post,202.7657099
23,P023_stranger_Talk_mis_Post_Trial_4_2023-06-05,mismatch,post,202.01935
23,P023_stranger_Talk_mis_Post_Trial_5_2023-06-05,mismatch,post,205.9526442
23,P023_stranger_Talk_mis_Post_Trial_6_2023-06-05,mismatch,post,209.580978
23,P023_stranger_Talk_mis_Post_Trial_7_2023-06-05,mismatch,post,209.1123452
23,P023_stranger_Talk_mis_Post_Trial_8_2023-06-05,mismatch,post,207.7386255
23,P023_stranger_Talk_mis_Post_Trial_9_2023-06-05,mismatch,post,193.4794905
23,P023_stranger_Talk_mis_Post_Trial_10_2023-06-05,mismatch,post,203.3296132
23,P023_stranger_Talk_mis_Pre_Trial_1_2023-06-05,mismatch,pre,221.0447111
23,P023_stranger_Talk_mis_Pre_Trial_2_2023-06-05,mismatch,pre,243.1667077
23,P023_stranger_Talk_mis_Pre_Trial_3_2023-06-05,mismatch,pre,230.6895082
23,P023_stranger_Talk_mis_Pre_Trial_4_2023-06-05,mismatch,pre,226.9853992
23,P023_stranger_Talk_mis_Pre_Trial_5_2023-06-05,mismatch,pre,231.4490606
23,P023_stranger_Talk_mis_Pre_Trial_6_2023-06-05,mismatch,pre,222.4488866
23,P023_stranger_Talk_mis_Pre_Trial_7_2023-06-05,mismatch,pre,218.6193894
23,P023_stranger_Talk_mis_Pre_Trial_8_2023-06-05,mismatch,pre,226.7383997
23,P023_stranger_Talk_mis_Pre_Trial_9_2023-06-05,mismatch,pre,213.7637698
23,P023_stranger_Talk_mis_Pre_Trial_10_2023-06-05,mismatch,pre,219.2831951
24,P024_stranger_Talk_match_Post_Trial_1_2023-06-05,match,post,223.2278444
